Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1891-09,-0.38381872,-0.67653745,-0.09109997
1891-10,-0.31955516,-0.5825488,-0.05656155
1891-11,-0.36976707,-0.57693976,-0.16259438
1891-12,-0.32047662,-0.53290033,-0.1080529
1892-01,-0.3390054,-0.53808117,-0.13992968
1892-02,-0.19637933,-0.3854114,-0.007347253
1892-03,-0.28052545,-0.48867717,-0.07237371
1892-04,-0.4487841,-0.6840102,-0.213558
1892-05,-0.41087753,-0.71770895,-0.104046114
1892-06,-0.5626602,-0.88748145,-0.23783895
1892-07,-0.6428067,-0.94875467,-0.33685875
1892-08,-0.5229484,-0.8736712,-0.17222561
1892-09,-0.4133305,-0.6965338,-0.13012724
1892-10,-0.4997807,-0.7780033,-0.22155814
1892-11,-0.3812741,-0.61330795,-0.14924023
1892-12,-0.57030946,-0.8000286,-0.34059036
1893-01,-0.5335193,-0.7301937,-0.33684492
1893-02,-0.4584824,-0.65201914,-0.2649457
1893-03,-0.30045038,-0.5118623,-0.089038506
1893-04,-0.5638259,-0.79825634,-0.3293955
1893-05,-0.5221146,-0.8382074,-0.20602165
1893-06,-0.59742355,-0.93014187,-0.2647053
1893-07,-0.36844715,-0.6646276,-0.07226673
1893-08,-0.3385364,-0.69420993,0.017137088
1893-09,-0.4081144,-0.6884308,-0.12779804
1893-10,-0.36068988,-0.62994856,-0.09143118
1893-11,-0.38421375,-0.60512275,-0.16330472
1893-12,-0.35436082,-0.5812513,-0.12747031
1894-01,-0.40601468,-0.5951697,-0.21685965
1894-02,-0.42145866,-0.63363427,-0.2092831
1894-03,-0.54167813,-0.76066965,-0.32268664
1894-04,-0.6094937,-0.84083265,-0.37815475
1894-05,-0.6725187,-0.98433346,-0.36070386
1894-06,-0.6450236,-0.9773189,-0.31272832
1894-07,-0.5820169,-0.87148565,-0.29254815
1894-08,-0.48095223,-0.82694656,-0.13495792
1894-09,-0.57819664,-0.8716101,-0.2847832
